"","Suburb","Rooms","Type","Address","Method","SellerG","Date","Distance","Postcode","Landsize","CouncilArea","Lattitude","Longtitude","Regionname","Propertycount","Price"
"3775","Hawthorn","3","u","305/567 Glenferrie Rd","VB","hockingstuart",2017-03-18,4.6,"3122",0,"Boroondara City Council",-37.8268,145.0344,"Southern Metropolitan",11308,840000
"3776","Hawthorn","3","h","1B Hepburn St","SP","Jellis",2017-03-18,4.6,"3122",88,"Boroondara City Council",-37.824,145.0427,"Southern Metropolitan",11308,1780000
"3777","Hawthorn","2","u","11/179 Power St","S","Jellis",2017-03-18,4.6,"3122",0,"Boroondara City Council",-37.8268,145.0257,"Southern Metropolitan",11308,605000
"3778","Hawthorn","4","h","392 Auburn Rd","SP","Jellis",2016-06-18,4.6,"3122",688,"Boroondara City Council",-37.8345,145.0426,"Southern Metropolitan",11308,2762500
"3779","Hawthorn","2","u","3/35 Creswick St","PI","Jellis",2016-06-18,4.6,"3122",0,"Boroondara City Council",-37.8184,145.0163,"Southern Metropolitan",11308,815000
"3780","Hawthorn","3","h","8 Fashoda St","S","Kay",2016-06-18,4.6,"3122",340,"Boroondara City Council",-37.818,145.0251,"Southern Metropolitan",11308,1980000
"3781","Hawthorn","3","u","6/28 Manningtree Rd","VB","hockingstuart",2016-06-18,4.6,"3122",0,"Boroondara City Council",-37.8235,145.029,"Southern Metropolitan",11308,1975000
"3782","Hawthorn","2","u","5/155 Power St","PI","Jellis",2016-06-18,4.6,"3122",0,"Boroondara City Council",-37.8249,145.026,"Southern Metropolitan",11308,445000
"3783","Hawthorn","2","u","6/164 Barkers Rd","SP","Woodards",2016-11-19,4.6,"3122",0,"Boroondara City Council",-37.8143,145.0322,"Southern Metropolitan",11308,584250
"3784","Hawthorn","2","u","8/14 Creswick St","S","Marshall",2016-11-19,4.6,"3122",0,"Boroondara City Council",-37.8166,145.0163,"Southern Metropolitan",11308,663000
"3785","Hawthorn","2","u","1/14 Illawarra Rd","SP","Marshall",2016-11-19,4.6,"3122",0,"Boroondara City Council",-37.8308,145.0401,"Southern Metropolitan",11308,584250
"3786","Hawthorn","4","h","50 Kinkora Rd","VB","Kay",2016-11-19,4.6,"3122",905,"Boroondara City Council",-37.8168,145.0321,"Southern Metropolitan",11308,5050000
"3787","Hawthorn","1","u","22/9 Lisson Gr","S","Biggin",2016-11-19,4.6,"3122",0,"Boroondara City Council",-37.8261,145.0269,"Southern Metropolitan",11308,445000
"3788","Hawthorn","3","h","4A Simpson Pl","S","Jellis",2016-11-19,4.6,"3122",218,"Boroondara City Council",-37.8176,145.0204,"Southern Metropolitan",11308,1180000
"3789","Hawthorn","2","u","5/40 Barkers Rd","VB","hockingstuart",2016-05-22,4.6,"3122",0,"Boroondara City Council",-37.813,145.0207,"Southern Metropolitan",11308,470000
"3790","Hawthorn","2","u","710/377 Burwood Rd","VB","LITTLE",2016-05-22,4.6,"3122",0,"Boroondara City Council",-37.8226,145.0368,"Southern Metropolitan",11308,485000
"3791","Hawthorn","4","h","6 Power St","S","Jellis",2016-05-22,4.6,"3122",851,"Boroondara City Council",-37.8141,145.0276,"Southern Metropolitan",11308,2100000
"3792","Hawthorn","4","h","466 Auburn Rd","SP","Noel",2016-08-22,4.6,"3122",601,"Boroondara City Council",-37.839,145.0418,"Southern Metropolitan",11308,1800000
"3793","Hawthorn","2","u","10/32 Manningtree Rd","S","Kay",2016-08-22,4.6,"3122",0,"Boroondara City Council",-37.8235,145.0294,"Southern Metropolitan",11308,805000
"3794","Hawthorn","3","h","5 Wattle Gr","S","Marshall",2016-08-22,4.6,"3122",304,"Boroondara City Council",-37.8253,145.0287,"Southern Metropolitan",11308,1855000
"3795","Hawthorn","3","h","23 William St","S","Jellis",2016-08-22,4.6,"3122",314,"Boroondara City Council",-37.8202,145.0404,"Southern Metropolitan",11308,1377000
"3796","Hawthorn","2","u","1/4 Hill St","S","Jellis",2016-04-23,4.6,"3122",0,"Boroondara City Council",-37.8183,145.0194,"Southern Metropolitan",11308,665000
"3797","Hawthorn","3","u","80/8 Wallen Rd","S","Jellis",2016-04-23,4.6,"3122",0,"Boroondara City Council",-37.8271,145.0243,"Southern Metropolitan",11308,1335000
"3798","Hawthorn","3","h","24 College St","S","Jellis",2016-09-24,4.6,"3122",199,"Boroondara City Council",-37.8172,145.0243,"Southern Metropolitan",11308,1551000
"3799","Hawthorn","1","u","8/67 Denham St","S","Woodards",2016-09-24,4.6,"3122",0,"Boroondara City Council",-37.8192,145.0221,"Southern Metropolitan",11308,415000
"3800","Hawthorn","2","u","12/48 Oxley Rd","S","Jellis",2016-09-24,4.6,"3122",0,"Boroondara City Council",-37.8249,145.0405,"Southern Metropolitan",11308,743000
"3801","Hawthorn","4","h","43 Connell St","S","Marshall",2017-02-25,4.6,"3122",371,"Boroondara City Council",-37.8184,145.025,"Southern Metropolitan",11308,2710000
"3802","Hawthorn","2","h","74 Denham St","S","LITTLE",2017-02-25,4.6,"3122",243,"Boroondara City Council",-37.8198,145.0245,"Southern Metropolitan",11308,1535000
"3803","Hawthorn","3","h","59 Mason St","S","Jellis",2017-02-25,4.6,"3122",249,"Boroondara City Council",-37.8169,145.021,"Southern Metropolitan",11308,2410000
"3804","Hawthorn","2","u","5/70 Power St","S","Jellis",2017-02-25,4.6,"3122",82,"Boroondara City Council",-37.818,145.0268,"Southern Metropolitan",11308,690000
"3805","Hawthorn","2","u","10/150 Barkers Rd","S","Marshall",2016-11-27,4.6,"3122",0,"Boroondara City Council",-37.8142,145.0308,"Southern Metropolitan",11308,715000
"3806","Hawthorn","3","h","35 College St","VB","Jellis",2016-11-27,4.6,"3122",472,"Boroondara City Council",-37.8171,145.0252,"Southern Metropolitan",11308,2375000
"3807","Hawthorn","3","h","12 Morang Rd","S","Jellis",2016-11-27,4.6,"3122",151,"Boroondara City Council",-37.8219,145.0241,"Southern Metropolitan",11308,1980000
"3808","Hawthorn","2","t","8B Myrtle St","S","Jellis",2016-11-27,4.6,"3122",191,"Boroondara City Council",-37.813,145.0167,"Southern Metropolitan",11308,1055000
"3809","Hawthorn","4","h","151 Power St","S","RT",2016-11-27,4.6,"3122",410,"Boroondara City Council",-37.8246,145.026,"Southern Metropolitan",11308,1976000
"3810","Hawthorn","1","u","2/472 Glenferrie Rd","SP","Kay",2016-05-28,4.6,"3122",0,"Boroondara City Council",-37.8339,145.0335,"Southern Metropolitan",11308,382000
"3811","Hawthorn","1","u","10/60 Hawthorn Gr","S","Kay",2016-05-28,4.6,"3122",0,"Boroondara City Council",-37.8158,145.0342,"Southern Metropolitan",11308,499000
"3812","Hawthorn","2","u","3/32 Power St","S","Kay",2016-05-28,4.6,"3122",0,"Boroondara City Council",-37.8157,145.0273,"Southern Metropolitan",11308,495000
"3813","Hawthorn","5","h","9 Power St","PI","Marshall",2016-05-28,4.6,"3122",827,"Boroondara City Council",-37.8144,145.0279,"Southern Metropolitan",11308,3750000
"3814","Hawthorn","3","h","37 Brook St","PI","Jellis",2016-08-28,4.6,"3122",164,"Boroondara City Council",-37.8159,145.0219,"Southern Metropolitan",11308,1400000
"3815","Hawthorn","1","u","109/311 Burwood Rd","PI","Wood",2016-08-28,4.6,"3122",0,"Boroondara City Council",-37.8222,145.0329,"Southern Metropolitan",11308,370000
"3816","Hawthorn","2","u","13/44 Burwood Rd","S","Jellis",2016-08-28,4.6,"3122",0,"Boroondara City Council",-37.8213,145.0224,"Southern Metropolitan",11308,627500
"3817","Hawthorn","2","u","216/6 Lisson Gr","S","Jellis",2016-08-28,4.6,"3122",0,"Boroondara City Council",-37.8264,145.027,"Southern Metropolitan",11308,710000
"3818","Hawthorn","1","u","318/6 Lisson Gr","S","Marshall",2016-08-28,4.6,"3122",0,"Boroondara City Council",-37.8264,145.027,"Southern Metropolitan",11308,485000
"3819","Hawthorn","1","u","301/25 Lynch St","VB","Jellis",2016-08-28,4.6,"3122",0,"Boroondara City Council",-37.8216,145.0343,"Southern Metropolitan",11308,310000
"3820","Hawthorn","3","h","17 Morang Rd","S","Jellis",2016-08-28,4.6,"3122",677,"Boroondara City Council",-37.8224,145.0243,"Southern Metropolitan",11308,3120000
"3821","Hawthorn","2","u","3/33 Elphin Gr","VB","Jellis",2016-07-30,4.6,"3122",0,"Boroondara City Council",-37.8186,145.0423,"Southern Metropolitan",11308,450000
"3822","Hawthorn","3","h","27 Falmouth St","S","Noel",2016-07-30,4.6,"3122",387,"Boroondara City Council",-37.82,145.0421,"Southern Metropolitan",11308,2160000
"3823","Heidelberg Heights","2","h","97 Edwin St","SP","Fletchers",2016-09-03,10.5,"3081",589,"Banyule City Council",-37.7501,145.0505,"Eastern Metropolitan",2947,815000
"3824","Heidelberg Heights","2","h","2 Alfred St","SN","Miles",2016-12-03,10.5,"3081",713,"Banyule City Council",-37.7531,145.0526,"Eastern Metropolitan",2947,652500
"3825","Heidelberg Heights","3","h","4 Collins St","S","Barry",2017-03-04,10.5,"3081",505,"Banyule City Council",-37.7375,145.0555,"Eastern Metropolitan",2947,720000
"3826","Heidelberg Heights","4","h","75 Haig St","S","Miles",2017-03-04,10.5,"3081",481,"Banyule City Council",-37.746,145.0511,"Eastern Metropolitan",2947,1370000
"3827","Heidelberg Heights","2","h","1/40 St Hellier St","S","Jellis",2017-03-04,10.5,"3081",275,"Banyule City Council",-37.7494,145.0538,"Eastern Metropolitan",2947,757000
"3828","Heidelberg Heights","3","h","2/96 Porter Rd","S","Nelson",2016-06-04,10.5,"3081",337,"Banyule City Council",-37.7375,145.0586,"Eastern Metropolitan",2947,740600
"3829","Heidelberg Heights","3","h","59 Southern Rd","VB","Miles",2016-06-04,10.5,"3081",577,"Banyule City Council",-37.7428,145.0532,"Eastern Metropolitan",2947,580000
"3830","Heidelberg Heights","2","t","16 Bamfield Rd","S","Miles",2016-08-06,10.5,"3081",201,"Banyule City Council",-37.7426,145.0556,"Eastern Metropolitan",2947,565000
"3831","Heidelberg Heights","5","h","78 Edwin St","S","Miles",2016-08-06,10.5,"3081",599,"Banyule City Council",-37.7521,145.0505,"Eastern Metropolitan",2947,1587500
"3832","Heidelberg Heights","3","h","6 Terry St","SP","Barry",2016-08-06,10.5,"3081",580,"Banyule City Council",-37.739,145.055,"Eastern Metropolitan",2947,865000
"3833","Heidelberg Heights","3","h","19 Dresden St","SN","Miles",2016-11-07,10.5,"3081",729,"Banyule City Council",-37.7521,145.0543,"Eastern Metropolitan",2947,909000
"3834","Heidelberg Heights","2","h","1/179 Porter Rd","SN","Nelson",2016-11-07,10.5,"3081",376,"Banyule City Council",-37.7312,145.0587,"Eastern Metropolitan",2947,652500
"3835","Heidelberg Heights","4","h","36 Southern Rd","S","hockingstuart",2016-09-10,10.5,"3081",510,"Banyule City Council",-37.7427,145.0547,"Eastern Metropolitan",2947,758500
"3836","Heidelberg Heights","3","h","2 Bonar St","S","Love",2016-12-10,10.5,"3081",807,"Banyule City Council",-37.7453,145.0559,"Eastern Metropolitan",2947,994000
"3837","Heidelberg Heights","3","h","12 Chauvel St","SN","Woodards",2016-12-10,10.5,"3081",688,"Banyule City Council",-37.7452,145.0565,"Eastern Metropolitan",2947,865000
"3838","Heidelberg Heights","3","h","16 Eden St","SP","Barry",2016-12-10,10.5,"3081",665,"Banyule City Council",-37.7505,145.0477,"Eastern Metropolitan",2947,725000
"3839","Heidelberg Heights","2","h","7 Flinders St","S","Haughton",2016-12-10,10.5,"3081",577,"Banyule City Council",-37.7368,145.0524,"Eastern Metropolitan",2947,725000
"3840","Heidelberg Heights","3","h","4 Milton Ct","S","Barry",2016-12-10,10.5,"3081",673,"Banyule City Council",-37.7428,145.0494,"Eastern Metropolitan",2947,743000
"3841","Heidelberg Heights","3","h","14 Sackville St","S","Barry",2016-12-10,10.5,"3081",592,"Banyule City Council",-37.7477,145.0481,"Eastern Metropolitan",2947,785000
"3842","Heidelberg Heights","3","t","1/62 Southern Rd","VB","Miles",2016-12-10,10.5,"3081",215,"Banyule City Council",-37.7424,145.0519,"Eastern Metropolitan",2947,620000
"3843","Heidelberg Heights","2","h","542 Waterdale Rd","VB","hockingstuart",2016-12-10,10.5,"3081",608,"Banyule City Council",-37.7376,145.0488,"Eastern Metropolitan",2947,7e+05
"3844","Heidelberg Heights","3","t","6/34 Bonar St","S","Nelson",2017-02-11,10.5,"3081",250,"Banyule City Council",-37.7449,145.0523,"Eastern Metropolitan",2947,706750
"3845","Heidelberg Heights","2","h","18 Shelley St","S","Ray",2016-06-12,10.5,"3081",428,"Banyule City Council",-37.7418,145.0513,"Eastern Metropolitan",2947,584000
"3846","Heidelberg Heights","3","h","5 Burns Ct","S","William",2016-11-12,10.5,"3081",585,"Banyule City Council",-37.7358,145.0546,"Eastern Metropolitan",2947,909000
"3847","Heidelberg Heights","4","h","15 Outhwaite Rd","S","Miles",2016-11-12,10.5,"3081",724,"Banyule City Council",-37.7404,145.0582,"Eastern Metropolitan",2947,1086000
"3848","Heidelberg Heights","2","h","50 Outhwaite Rd","S","Purplebricks",2016-11-12,10.5,"3081",584,"Banyule City Council",-37.7397,145.0545,"Eastern Metropolitan",2947,652500
"3849","Heidelberg Heights","2","h","33 Shakespeare Gr","S","Fletchers",2016-11-12,10.5,"3081",605,"Banyule City Council",-37.7365,145.0545,"Eastern Metropolitan",2947,680000
"3850","Heidelberg Heights","2","h","19 Collins St","S","Haughton",2016-04-16,10.5,"3081",620,"Banyule City Council",-37.7377,145.0541,"Eastern Metropolitan",2947,650000
"3851","Heidelberg Heights","5","h","8 Leonard St","S","hockingstuart",2016-04-16,10.5,"3081",596,"Banyule City Council",-37.7487,145.0522,"Eastern Metropolitan",2947,890000
"3852","Heidelberg Heights","3","h","82 Southern Rd","S","Miles",2016-04-16,10.5,"3081",582,"Banyule City Council",-37.7422,145.05,"Eastern Metropolitan",2947,650000
"3853","Heidelberg Heights","3","h","12 Burns Ct","SP","Miles",2016-09-17,10.5,"3081",608,"Banyule City Council",-37.7361,145.0551,"Eastern Metropolitan",2947,659500
"3854","Heidelberg Heights","2","h","1/35 Waiora Rd","PI","Barry",2016-06-18,10.5,"3081",263,"Banyule City Council",-37.7441,145.0582,"Eastern Metropolitan",2947,652500
"3855","Heidelberg Heights","3","h","68 Bamfield Rd","S","Haughton",2016-11-19,10.5,"3081",580,"Banyule City Council",-37.738,145.0563,"Eastern Metropolitan",2947,725000
"3856","Heidelberg Heights","2","u","2/35 Porter Rd","S","Harcourts",2016-11-19,10.5,"3081",166,"Banyule City Council",-37.7416,145.0567,"Eastern Metropolitan",2947,605000
"3857","Heidelberg Heights","8","h","478 Waterdale Rd","VB","Miles",2016-11-19,10.5,"3081",638,"Banyule City Council",-37.7426,145.048,"Eastern Metropolitan",2947,770000
"3858","Heidelberg Heights","3","h","498 Waterdale Rd","S","Miles",2016-11-19,10.5,"3081",800,"Banyule City Council",-37.7406,145.0483,"Eastern Metropolitan",2947,950000
"3859","Heidelberg Heights","4","h","13 Altona St","S","Miles",2016-08-22,10.5,"3081",722,"Banyule City Council",-37.7477,145.0565,"Eastern Metropolitan",2947,856000
"3860","Heidelberg Heights","3","h","3/17 Burns Ct","VB","Fletchers",2016-08-22,10.5,"3081",251,"Banyule City Council",-37.7358,145.0559,"Eastern Metropolitan",2947,6e+05
"3861","Heidelberg Heights","2","u","1/97 Bamfield Rd","SP","Miles",2016-04-23,10.5,"3081",0,"Banyule City Council",-37.7359,145.0563,"Eastern Metropolitan",2947,450000
"3862","Heidelberg Heights","2","h","39 McEwan Rd","S","Miles",2017-02-25,10.5,"3081",837,"Banyule City Council",-37.7389,145.053,"Eastern Metropolitan",2947,1060000
"3863","Heidelberg Heights","3","h","4 Sackville St","S","Barry",2017-02-25,10.5,"3081",590,"Banyule City Council",-37.7483,145.0479,"Eastern Metropolitan",2947,850000
"3864","Heidelberg Heights","2","h","92A Southern Rd","SP","Barry",2017-02-25,10.5,"3081",244,"Banyule City Council",-37.7421,145.0491,"Eastern Metropolitan",2947,510000
"3865","Heidelberg Heights","3","h","7 Thames St","SP","Miles",2017-02-25,10.5,"3081",613,"Banyule City Council",-37.7532,145.0554,"Eastern Metropolitan",2947,1100000
"3866","Heidelberg Heights","3","h","484 Waterdale Rd","S","Miles",2017-02-25,10.5,"3081",748,"Banyule City Council",-37.7416,145.0481,"Eastern Metropolitan",2947,915000
"3867","Heidelberg Heights","2","u","2/601 Upper Heidelberg Rd","PI","hockingstuart",2016-07-26,10.5,"3081",127,"Banyule City Council",-37.747,145.0575,"Eastern Metropolitan",2947,4e+05
"3868","Heidelberg Heights","3","h","4 Thames St","SN","Miles",2016-06-27,10.5,"3081",621,"Banyule City Council",-37.7529,145.0558,"Eastern Metropolitan",2947,865000
"3869","Heidelberg Heights","2","h","522 Waterdale Rd","S","Barry",2016-06-27,10.5,"3081",310,"Banyule City Council",-37.7389,145.0486,"Eastern Metropolitan",2947,526000
"3870","Heidelberg Heights","2","h","23 Dougharty Rd","S","Haughton",2016-11-27,10.5,"3081",428,"Banyule City Council",-37.7355,145.0573,"Eastern Metropolitan",2947,570000
"3871","Heidelberg Heights","3","h","13 Glover St","VB","Purplebricks",2016-11-27,10.5,"3081",420,"Banyule City Council",-37.7363,145.0506,"Eastern Metropolitan",2947,550000
"3872","Heidelberg Heights","2","h","3/47 Southern Rd","SP","Fletchers",2016-11-27,10.5,"3081",174,"Banyule City Council",-37.7433,145.0545,"Eastern Metropolitan",2947,510000
"3873","Heidelberg Heights","2","h","96 Lloyd St","S","Miles",2016-05-28,10.5,"3081",586,"Banyule City Council",-37.7435,145.0486,"Eastern Metropolitan",2947,590000
"3874","Heidelberg Heights","2","h","146 Porter Rd","S","Barry",2016-05-28,10.5,"3081",932,"Banyule City Council",-37.7333,145.0588,"Eastern Metropolitan",2947,920000
"3875","Heidelberg Heights","2","h","26 Southern Rd","VB","Nelson",2016-05-28,10.5,"3081",508,"Banyule City Council",-37.7428,145.0557,"Eastern Metropolitan",2947,460000
"3876","Heidelberg Heights","3","h","50 Swanston St","S","Coventry",2016-05-28,10.5,"3081",552,"Banyule City Council",-37.7379,145.0514,"Eastern Metropolitan",2947,662500
"3877","Heidelberg Heights","4","h","11 Sackville St","S","Miles",2016-07-30,10.5,"3081",592,"Banyule City Council",-37.7478,145.0477,"Eastern Metropolitan",2947,1000500
"3878","Heidelberg Heights","3","h","470 Waterdale Rd","S","Barry",2016-07-30,10.5,"3081",596,"Banyule City Council",-37.7432,145.0479,"Eastern Metropolitan",2947,631000
"3879","Heidelberg West","2","h","3 Ebony Pde","SP","Nelson",2016-09-03,9.4,"3081",612,"Banyule City Council",-37.7431,145.0397,"Eastern Metropolitan",2674,735000
"3880","Heidelberg West","5","h","3a Katoomba Ct","S","Nelson",2016-09-03,9.4,"3081",415,"Banyule City Council",-37.7354,145.0381,"Eastern Metropolitan",2674,765000
"3881","Heidelberg West","3","h","23 Redwood St","S","Haughton",2016-09-03,9.4,"3081",624,"Banyule City Council",-37.7456,145.0397,"Eastern Metropolitan",2674,691000
"3882","Heidelberg West","3","h","73 Pacific Dr","SP","William",2016-12-03,9.4,"3081",523,"Banyule City Council",-37.7369,145.0376,"Eastern Metropolitan",2674,560000
"3883","Heidelberg West","2","h","11 Wewak Pde","SP","Miles",2016-12-03,9.4,"3081",602,"Banyule City Council",-37.7455,145.0452,"Eastern Metropolitan",2674,735000
"3884","Heidelberg West","3","h","1 Goodenough Ct","S","Barry",2017-03-04,9.4,"3081",643,"Banyule City Council",-37.737,145.0364,"Eastern Metropolitan",2674,830000
"3885","Heidelberg West","3","h","19 Ramu Pde","SN","Barry",2017-03-04,9.4,"3081",597,"Banyule City Council",-37.7365,145.0459,"Eastern Metropolitan",2674,739250
"3886","Heidelberg West","3","h","62 Ramu Pde","S","Barry",2016-06-04,9.4,"3081",468,"Banyule City Council",-37.7357,145.0413,"Eastern Metropolitan",2674,330000
"3887","Heidelberg West","1","h","335 Liberty Pde","S","Nelson",2016-08-06,9.4,"3081",374,"Banyule City Council",-37.7359,145.038,"Eastern Metropolitan",2674,405000
"3888","Heidelberg West","2","t","2/287 Liberty Pde","VB","Miles",2016-05-07,9.4,"3081",100,"Banyule City Council",-37.7383,145.036,"Eastern Metropolitan",2674,370000
"3889","Heidelberg West","3","h","59 Alamein Rd","S","Miles",2016-11-07,9.4,"3081",390,"Banyule City Council",-37.7369,145.0422,"Eastern Metropolitan",2674,532000
"3890","Heidelberg West","3","h","15 Derna St","S","Barry",2016-11-07,9.4,"3081",627,"Banyule City Council",-37.747,145.0402,"Eastern Metropolitan",2674,740000
"3891","Heidelberg West","2","h","8 Blackwood Pde","S","Nelson",2016-10-08,9.4,"3081",650,"Banyule City Council",-37.7446,145.0404,"Eastern Metropolitan",2674,686000
"3892","Heidelberg West","2","h","253 Liberty Pde","S","Nelson",2016-10-08,9.4,"3081",538,"Banyule City Council",-37.7405,145.0365,"Eastern Metropolitan",2674,501500
"3893","Heidelberg West","3","h","365 Liberty Pde","S","Nelson",2016-10-08,9.4,"3081",605,"Banyule City Council",-37.7344,145.0404,"Eastern Metropolitan",2674,525500
"3894","Heidelberg West","2","h","184 Oriel Rd","SN","Barry",2016-10-08,9.4,"3081",590,"Banyule City Council",-37.7461,145.0422,"Eastern Metropolitan",2674,756500
"3895","Heidelberg West","3","h","6 Midway St","S","Miles",2016-12-10,9.4,"3081",192,"Banyule City Council",-37.7409,145.0398,"Eastern Metropolitan",2674,525000
"3896","Heidelberg West","3","h","134 Outhwaite Rd","SP","hockingstuart",2016-12-10,9.4,"3081",396,"Banyule City Council",-37.7387,145.045,"Eastern Metropolitan",2674,546000
"3897","Heidelberg West","3","h","21 Pacific Dr","S","William",2016-12-10,9.4,"3081",594,"Banyule City Council",-37.7385,145.0409,"Eastern Metropolitan",2674,710000
"3898","Heidelberg West","3","h","250 Oriel Rd","S","Barry",2017-02-11,9.4,"3081",649,"Banyule City Council",-37.7386,145.0441,"Eastern Metropolitan",2674,808000
"3899","Heidelberg West","3","h","290 Oriel Rd","S","Barry",2017-02-11,9.4,"3081",589,"Banyule City Council",-37.7356,145.0448,"Eastern Metropolitan",2674,652000
"3900","Heidelberg West","2","h","35 Carbeena Pde","S","Barry",2016-11-12,9.4,"3081",331,"Banyule City Council",-37.7441,145.0379,"Eastern Metropolitan",2674,515500
"3901","Heidelberg West","3","h","186 Oriel Rd","S","Haughton",2016-11-12,9.4,"3081",633,"Banyule City Council",-37.746,145.0422,"Eastern Metropolitan",2674,8e+05
"3902","Heidelberg West","2","h","12 Corvette St","S","Haughton",2016-05-14,9.4,"3081",418,"Banyule City Council",-37.7392,145.0425,"Eastern Metropolitan",2674,450000
"3903","Heidelberg West","3","h","5 Pacific Dr","PI","Haughton",2016-05-14,9.4,"3081",0,"Banyule City Council",-37.7391,145.0427,"Eastern Metropolitan",2674,605000
"3904","Heidelberg West","2","h","23 Catalina St","PI","Ray",2016-04-16,9.4,"3081",668,"Banyule City Council",-37.7389,145.0393,"Eastern Metropolitan",2674,620000
"3905","Heidelberg West","2","h","2 Pandanus Ct","SP","Miles",2016-04-16,9.4,"3081",708,"Banyule City Council",-37.7443,145.0454,"Eastern Metropolitan",2674,497500
"3906","Heidelberg West","2","u","15/459 Waterdale Rd","SP","Miles",2016-04-16,9.4,"3081",89,"Banyule City Council",-37.7444,145.047,"Eastern Metropolitan",2674,360000
"3907","Heidelberg West","2","h","163 Dougharty Rd","S","hockingstuart",2016-07-16,9.4,"3081",368,"Banyule City Council",-37.7341,145.0434,"Eastern Metropolitan",2674,440500
"3908","Heidelberg West","4","h","29 Morotai Pde","S","Miles",2016-09-17,9.4,"3081",632,"Banyule City Council",-37.7466,145.0428,"Eastern Metropolitan",2674,758000
"3909","Heidelberg West","3","h","138 Outhwaite Rd","S","Ray",2016-09-17,9.4,"3081",605,"Banyule City Council",-37.7386,145.0447,"Eastern Metropolitan",2674,690500
"3910","Heidelberg West","2","h","26 Blackwood Pde","S","Nelson",2017-03-18,9.4,"3081",646,"Banyule City Council",-37.7423,145.0408,"Eastern Metropolitan",2674,683500
"3911","Heidelberg West","2","h","19 Derna St","S","Barry",2017-03-18,9.4,"3081",627,"Banyule City Council",-37.7469,145.0399,"Eastern Metropolitan",2674,752000
"3912","Heidelberg West","2","h","6 Pandanus Ct","S","Barry",2017-03-18,9.4,"3081",649,"Banyule City Council",-37.7443,145.0452,"Eastern Metropolitan",2674,777000
"3913","Heidelberg West","2","h","109 Ramu Pde","PI","C21",2017-03-18,9.4,"3081",591,"Banyule City Council",-37.7385,145.0387,"Eastern Metropolitan",2674,680000
"3914","Heidelberg West","3","h","523 Waterdale Rd","PI","Ray",2016-06-18,9.4,"3081",338,"Banyule City Council",-37.739,145.0481,"Eastern Metropolitan",2674,480000
"3915","Heidelberg West","4","h","5 Barce Pl","S","Barry",2016-11-19,9.4,"3081",521,"Banyule City Council",-37.738,145.0374,"Eastern Metropolitan",2674,715000
"3916","Heidelberg West","2","h","23 Morotai Pde","VB","Nelson",2016-05-22,9.4,"3081",594,"Banyule City Council",-37.7471,145.0427,"Eastern Metropolitan",2674,520000
"3917","Heidelberg West","3","h","5 Mulberry Pde","S","Ray",2016-05-22,9.4,"3081",616,"Banyule City Council",-37.747,145.0389,"Eastern Metropolitan",2674,646250
"3918","Heidelberg West","3","h","16 Achilles St","PI","Ray",2016-04-23,9.4,"3081",368,"Banyule City Council",-37.7344,145.044,"Eastern Metropolitan",2674,1375000
"3919","Heidelberg West","3","h","138 Outhwaite Rd","PN","Ray",2016-09-24,9.4,"3081",605,"Banyule City Council",-37.7386,145.0447,"Eastern Metropolitan",2674,681000
"3920","Heidelberg West","3","h","111 Ramu Pde","S","Miles",2017-02-25,9.4,"3081",593,"Banyule City Council",-37.7386,145.0387,"Eastern Metropolitan",2674,722000
"3921","Heidelberg West","2","h","187 Southern Rd","S","Haughton",2017-02-25,9.4,"3081",609,"Banyule City Council",-37.7415,145.0391,"Eastern Metropolitan",2674,715000
"3922","Heidelberg West","1","h","22 Redwood St","S","Barry",2016-07-26,9.4,"3081",588,"Banyule City Council",-37.7454,145.0397,"Eastern Metropolitan",2674,636000
"3923","Heidelberg West","2","h","116 Southern Rd","S","Nelson",2016-06-27,9.4,"3081",586,"Banyule City Council",-37.7418,145.0464,"Eastern Metropolitan",2674,590000
"3924","Heidelberg West","4","h","17 Blackwood Pde","S","Fletchers",2016-11-27,9.4,"3081",608,"Banyule City Council",-37.7437,145.0402,"Eastern Metropolitan",2674,820000
"3925","Heidelberg West","2","h","22 Kokoda St","S","Haughton",2016-11-27,9.4,"3081",632,"Banyule City Council",-37.7443,145.0462,"Eastern Metropolitan",2674,725000
"3926","Heidelberg West","2","h","296 Oriel Rd","S","Miles",2016-11-27,9.4,"3081",583,"Banyule City Council",-37.7352,145.0449,"Eastern Metropolitan",2674,705000
"3927","Heidelberg West","3","h","190 Southern Rd","S","Haughton",2016-11-27,9.4,"3081",1,"Banyule City Council",-37.7411,145.0394,"Eastern Metropolitan",2674,710000
"3928","Heidelberg West","2","h","18 Achilles St","SP","Ray",2016-05-28,9.4,"3081",422,"Banyule City Council",-37.7343,145.044,"Eastern Metropolitan",2674,415000
"3929","Heidelberg West","3","h","37 Alamein Rd","S","Barry",2016-05-28,9.4,"3081",372,"Banyule City Council",-37.7383,145.0414,"Eastern Metropolitan",2674,392000
"3930","Heidelberg West","3","h","9 Ambon Ct","S","Nelson",2016-05-28,9.4,"3081",1179,"Banyule City Council",-37.7411,145.0468,"Eastern Metropolitan",2674,961000
"3931","Heidelberg West","3","h","257 Liberty Pde","PI","Nelson",2016-05-28,9.4,"3081",536,"Banyule City Council",-37.7403,145.0365,"Eastern Metropolitan",2674,507000
